CG
Line A: Structure Position, Actual Response - Global X (15MW-Semi-sub - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [m]
Line B: Structure Position, Actual Response - Global Y (15MW-Semi-sub - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [m]
Line C: Structure Position, Actual Response - Global Z (15MW-Semi-sub - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [m]

*Time (s),Line A (m),Line B (m),Line C (m)
904.10004,-0.491931945085526,-8.13161209225655E-02,-1.37826502323151
904.20001,-0.486339211463928,-8.40035453438759E-02,-1.39386332035065
904.29999,-0.48103067278862,-8.67950618267059E-02,-1.40892386436462
904.40002,-0.476044863462448,-8.96815434098244E-02,-1.42341983318329
904.5,-0.47141706943512,-9.26525890827179E-02,-1.43732523918152
904.60004,-0.467178821563721,-9.56968739628792E-02,-1.45061445236206
904.70001,-0.463357508182526,-9.88019034266472E-02,-1.46326303482056
904.79999,-0.459975987672806,-0.101954407989979,-1.47524785995483
904.90002,-0.457052022218704,-0.105140343308449,-1.48654675483704
905,-0.454598098993301,-0.108344823122025,-1.49713897705078
905.10004,-0.452621102333069,-0.111552715301514,-1.50700533390045
905.20001,-0.451122105121613,-0.114748746156693,-1.51612830162048
905.29999,-0.45009645819664,-0.117917574942112,-1.52449178695679
905.40002,-0.449534088373184,-0.121043749153614,-1.53208160400391
905.5,-0.449419736862183,-0.124111905694008,-1.53888547420502
905.60004,-0.449733674526215,-0.127106979489326,-1.54489302635193
905.70001,-0.450452238321304,-0.130014449357986,-1.55009543895721
905.79999,-0.451548278331757,-0.132820427417755,-1.55448615550995
905.90002,-0.452991932630539,-0.135511681437492,-1.55806040763855
906,-0.454751133918762,-0.13807575404644,-1.56081557273865
906.10004,-0.456791937351227,-0.14050118625164,-1.56275081634521
906.20001,-0.459078639745712,-0.142777502536774,-1.56386721134186
906.29999,-0.461574256420135,-0.1448954641819,-1.56416749954224
906.40002,-0.464240521192551,-0.146847054362297,-1.56365668773651
906.5,-0.467037975788116,-0.148625612258911,-1.56234121322632
906.60004,-0.46992614865303,-0.150225967168808,-1.56022918224335
906.70001,-0.472863554954529,-0.15164440870285,-1.55733013153076
906.79999,-0.47580823302269,-0.152878955006599,-1.55365526676178
906.90002,-0.478717684745789,-0.153929248452187,-1.54921722412109
907,-0.481549352407455,-0.154796600341797,-1.54402995109558
907.10004,-0.484260886907578,-0.155484095215797,-1.53810846805573
907.20001,-0.486810624599457,-0.155996561050415,-1.53146851062775
907.29999,-0.489157766103745,-0.156340703368187,-1.52412700653076
907.40002,-0.491262704133987,-0.156524896621704,-1.51610159873962
907.5,-0.493087321519852,-0.156559020280838,-1.50741076469421
907.60004,-0.494595170021057,-0.156454592943192,-1.49807357788086
907.70001,-0.495751798152924,-0.156224578619003,-1.48810946941376
907.79999,-0.496525079011917,-0.155883058905602,-1.47753834724426
907.90002,-0.496885389089584,-0.15544530749321,-1.46638023853302
908,-0.496806144714355,-0.154927328228951,-1.45465528964996
908.10004,-0.496264010667801,-0.154345884919167,-1.44238364696503
908.20001,-0.495239406824112,-0.153718039393425,-1.42958557605743
908.29999,-0.493716716766357,-0.153061345219612,-1.41628110408783
908.40002,-0.491684883832932,-0.152393311262131,-1.40248966217041
908.5,-0.489137530326843,-0.151731207966805,-1.38823044300079
908.60004,-0.48607337474823,-0.151091888546944,-1.37352228164673
908.70001,-0.48249626159668,-0.150491416454315,-1.3583836555481
908.79999,-0.47841539978981,-0.149945169687271,-1.34283244609833
908.90002,-0.473845541477203,-0.149467438459396,-1.32688581943512
909,-0.468806952238083,-0.149071201682091,-1.31056010723114
909.10004,-0.463325351476669,-0.148768380284309,-1.29387104511261
909.20001,-0.457432061433792,-0.148569464683533,-1.27683329582214
909.29999,-0.451163679361343,-0.148483574390411,-1.25946116447449
909.40002,-0.444562137126923,-0.148518368601799,-1.24176812171936
909.5,-0.437674343585968,-0.148679956793785,-1.22376644611359
909.60004,-0.430551797151566,-0.14897283911705,-1.20546817779541
909.70001,-0.423250108957291,-0.149400278925896,-1.18688428401947
909.79999,-0.41582840681076,-0.149964064359665,-1.16802525520325
909.90002,-0.408348381519318,-0.150664582848549,-1.14890110492706
910,-0.40087354183197,-0.151501029729843,-1.1295211315155
910.10004,-0.393468141555786,-0.152471333742142,-1.10989415645599
910.20001,-0.386196136474609,-0.153572380542755,-1.09002876281738
910.29999,-0.379120111465454,-0.154800206422806,-1.06993329524994
910.40002,-0.372300148010254,-0.156150013208389,-1.04961574077606
910.5,-0.365792691707611,-0.157616227865219,-1.02908432483673
910.60004,-0.359649747610092,-0.159192785620689,-1.00834715366364
910.70001,-0.353917926549911,-0.160873085260391,-0.98741227388382
910.79999,-0.348637759685516,-0.162650108337402,-0.966287851333618
910.90002,-0.34384298324585,-0.164516538381577,-0.944982707500458
911,-0.339560240507126,-0.166464805603027,-0.923506319522858
911.10004,-0.335808545351028,-0.168487146496773,-0.901868522167206
911.20001,-0.332599252462387,-0.170575588941574,-0.880080044269562
911.29999,-0.329935967922211,-0.172722086310387,-0.858152151107788
911.40002,-0.327814638614655,-0.174918532371521,-0.836097061634064
911.5,-0.326223731040955,-0.177156761288643,-0.813927948474884
911.60004,-0.325144678354263,-0.179428324103355,-0.791658997535706
911.70001,-0.324552327394485,-0.181724786758423,-0.769305408000946
911.79999,-0.324415653944016,-0.184037551283836,-0.746883451938629
911.90002,-0.324698358774185,-0.186357781291008,-0.724410533905029
912,-0.325359642505646,-0.188676357269287,-0.701905131340027
912.10004,-0.326355159282684,-0.190984025597572,-0.679386794567108
912.20001,-0.327637791633606,-0.19327113032341,-0.656876146793365
912.29999,-0.329158455133438,-0.195527985692024,-0.634395062923431
912.40002,-0.330867141485214,-0.197744637727737,-0.611966907978058
912.5,-0.332713484764099,-0.199911072850227,-0.58961546421051
912.60004,-0.334647655487061,-0.202017143368721,-0.567364990711212
912.70001,-0.336621075868607,-0.204052582383156,-0.545241057872772
912.79999,-0.33858722448349,-0.206007242202759,-0.523269951343536
912.90002,-0.340502142906189,-0.207871273159981,-0.501478672027588
913,-0.342325001955032,-0.209635138511658,-0.479895055294037
913.10004,-0.344018787145615,-0.21128985285759,-0.458546996116638
913.20001,-0.345550715923309,-0.212827011942863,-0.437462449073792
913.29999,-0.346892356872559,-0.214238926768303,-0.416670143604279
913.40002,-0.348019897937775,-0.21551887691021,-0.396198838949203
913.5,-0.348914176225662,-0.216661185026169,-0.376077204942703
913.60004,-0.349560678005219,-0.217661321163177,-0.356334000825882
913.70001,-0.349948763847351,-0.218515813350677,-0.336997866630554
913.79999,-0.350071430206299,-0.219222694635391,-0.318096786737442
913.90002,-0.349925309419632,-0.219781428575516,-0.299657970666885
914,-0.349509567022324,-0.220192387700081,-0.281708240509033
914.10004,-0.348825842142105,-0.220457568764687,-0.264273822307587
914.20001,-0.34787717461586,-0.22058030962944,-0.247380018234253
914.29999,-0.346668064594269,-0.220565363764763,-0.231051504611969
914.40002,-0.345203846693039,-0.220418453216553,-0.215311408042908
914.5,-0.343490242958069,-0.220146328210831,-0.200181990861893
914.60004,-0.34153339266777,-0.219756782054901,-0.18568442761898
914.70001,-0.339339286088943,-0.219258695840836,-0.17183843255043
914.79999,-0.336914151906967,-0.218661904335022,-0.158662691712379
914.90002,-0.334264069795609,-0.217976585030556,-0.146174252033234
915,-0.331395030021667,-0.217213347554207,-0.134388864040375
915.10004,-0.328313082456589,-0.216383367776871,-0.123320780694485
915.20001,-0.325024247169495,-0.215498000383377,-0.112982951104641
915.29999,-0.321534782648087,-0.214568734169006,-0.10338669270277
915.40002,-0.317851364612579,-0.213607251644135,-0.094542033970356
915.5,-0.313981264829636,-0.21262514591217,-8.64579454064369E-02
915.60004,-0.3099325299263,-0.211633875966072,-7.91414007544518E-02
915.70001,-0.305714339017868,-0.210644662380219,-0.072598047554493
915.79999,-0.301336914300919,-0.209668323397636,-6.68323785066605E-02
915.90002,-0.29681184887886,-0.208715438842773,-6.18477053940296E-02
916,-0.292152017354965,-0.207795515656471,-5.76460622251034E-02
916.10004,-0.287371546030045,-0.206917732954025,-5.42282424867153E-02
916.20001,-0.282485753297806,-0.206091299653053,-0.051594439893961
916.29999,-0.27751088142395,-0.20532451570034,-4.97437343001366E-02
916.40002,-0.272463709115982,-0.204624801874161,-4.86740730702877E-02
916.5,-0.267361223697662,-0.203998506069183,-4.83825989067554E-02
916.60004,-0.262220293283463,-0.2034512758255,-4.88657802343369E-02
916.70001,-0.257057189941406,-0.202989041805267,-5.01191392540932E-02
916.79999,-0.251887112855911,-0.202616229653358,-5.21375611424446E-02
916.90002,-0.246723994612694,-0.202336668968201,-5.49152418971062E-02
917,-0.241580083966255,-0.202153638005257,-5.84457702934742E-02
917.10004,-0.236465692520142,-0.202069252729416,-6.27220124006271E-02
917.20001,-0.231389045715332,-0.202085629105568,-6.77364021539688E-02
917.29999,-0.22635617852211,-0.202204033732414,-7.34807699918747E-02
917.40002,-0.22137089073658,-0.202424868941307,-7.99464508891106E-02
917.5,-0.21643477678299,-0.202747598290443,-8.71239900588989E-02
917.60004,-0.211547404527664,-0.203171208500862,-9.50032472610474E-02
917.70001,-0.206706508994102,-0.203693881630898,-0.103573709726334
917.79999,-0.201908260583878,-0.204313203692436,-0.112824238836765
917.90002,-0.197147563099861,-0.205026134848595,-0.12274332344532
918,-0.192418500781059,-0.205828994512558,-0.133318990468979
918.10004,-0.187714904546738,-0.206717416644096,-0.144538536667824
918.20001,-0.183030784130096,-0.207686349749565,-0.156388789415359
918.29999,-0.178360894322395,-0.208730310201645,-0.168856099247932
918.40002,-0.173701211810112,-0.209843024611473,-0.181926339864731
918.5,-0.169049456715584,-0.211017727851868,-0.19558484852314
918.60004,-0.164405360817909,-0.212246865034103,-0.209816619753838
918.70001,-0.159770950675011,-0.213522508740425,-0.224606052041054
918.79999,-0.155150666832924,-0.214836165308952,-0.239937216043472
918.90002,-0.150551542639732,-0.216178983449936,-0.255793690681458
919,-0.145983144640923,-0.217541590332985,-0.272158741950989
919.10004,-0.141457408666611,-0.218914031982422,-0.289014965295792
919.20001,-0.136988326907158,-0.22028636932373,-0.30634480714798
919.29999,-0.13259169459343,-0.221648469567299,-0.324130296707153
919.40002,-0.128284752368927,-0.222989916801453,-0.342353075742722
919.5,-0.124085880815983,-0.224300608038902,-0.360994338989258
919.60004,-0.120014257729053,-0.225570529699326,-0.380034893751144
919.70001,-0.116089448332787,-0.226789951324463,-0.399455159902573
919.79999,-0.112331077456474,-0.227949723601341,-0.419235378503799
919.90002,-0.108758434653282,-0.22904060781002,-0.439355432987213
920,-0.105390034615993,-0.230054005980492,-0.459795087575912
920.10004,-0.102243028581142,-0.230981692671776,-0.480533689260483
920.20001,-9.93327274918556E-02,-0.231816172599792,-0.501550436019897
920.29999,-0.096671961247921,-0.23255081474781,-0.52282440662384
920.40002,-9.42704454064369E-02,-0.233179852366447,-0.544334471225739
920.5,-9.21342596411705E-02,-0.233698412775993,-0.566059410572052
920.60004,-9.02652591466904E-02,-0.234102353453636,-0.587977886199951
920.70001,-8.86606425046921E-02,-0.23438823223114,-0.610068440437317
920.79999,-8.73127281665802E-02,-0.234553545713425,-0.632309675216675
920.90002,-8.62087458372116E-02,-0.234597086906433,-0.65468031167984
921,-0.085330918431282,-0.234518393874168,-0.677159011363983
921.10004,-8.46567749977112E-02,-0.234318420290947,-0.699724555015564
921.20001,-8.41595157980919E-02,-0.233998626470566,-0.722355604171753
921.29999,-8.38087052106857E-02,-0.233561933040619,-0.745031177997589
921.40002,-8.35708826780319E-02,-0.233011841773987,-0.767730474472046
921.5,-8.34102407097816E-02,-0.232352718710899,-0.790432929992676
921.60004,-8.32894295454025E-02,-0.231589868664742,-0.813118040561676
921.70001,-8.31702202558517E-02,-0.230729311704636,-0.835765540599823
921.79999,-8.30142125487328E-02,-0.22977776825428,-0.858355343341827
921.90002,-8.27834755182266E-02,-0.228742718696594,-0.880867838859558
922,-8.24409946799278E-02,-0.227632224559784,-0.903283536434174
922.10004,-8.19511041045189E-02,-0.226454824209213,-0.925583124160767
922.20001,-8.12799632549286E-02,-0.225219368934631,-0.947747826576233
922.29999,-8.03958252072334E-02,-0.223934933543205,-0.969758868217468
922.40002,-7.92695209383965E-02,-0.222610771656036,-0.991597831249237
922.5,-7.78746083378792E-02,-0.221256196498871,-1.01324641704559
922.60004,-7.61877670884132E-02,-0.219880506396294,-1.03468668460846
922.70001,-7.41890519857407E-02,-0.218492910265923,-1.05590081214905
922.79999,-7.18621015548706E-02,-0.217102542519569,-1.0768711566925
922.90002,-6.91943392157555E-02,-0.215718358755112,-1.09758031368256
923,-6.61770850419998E-02,-0.214349061250687,-1.11801099777222
923.10004,-0.062805563211441,-0.213002994656563,-1.13814628124237
923.20001,-5.90790286660194E-02,-0.211688160896301,-1.1579692363739
923.29999,-5.50005175173283E-02,-0.210412174463272,-1.17746317386627
923.40002,-5.05768246948719E-02,-0.209182307124138,-1.19661164283752
923.5,-0.045818168669939,-0.208005428314209,-1.21539843082428
923.60004,-4.07379046082497E-02,-0.206887975335121,-1.23380744457245
923.70001,-3.53522896766663E-02,-0.205835998058319,-1.2518230676651
923.79999,-2.96800769865513E-02,-0.20485520362854,-1.2694296836853
923.90002,-2.37423125654459E-02,-0.203950852155685,-1.28661215305328
924,-1.75619181245565E-02,-0.203127756714821,-1.30335557460785
924.10004,-1.11634731292725E-02,-0.202390104532242,-1.31964540481567
924.20001,-4.57281665876508E-03,-0.201741829514503,-1.3354674577713
924.29999,2.18318938277662E-03,-0.201186150312424,-1.35080790519714
924.40002,9.07706562429667E-03,-0.200725749135017,-1.36565327644348
924.5,1.60810016095638E-02,-0.200362592935562,-1.37999045848846
924.60004,2.31671687215567E-02,-0.20009782910347,-1.39380693435669
924.70001,3.03081162273884E-02,-0.199931979179382,-1.40709042549133
924.79999,3.74770946800709E-02,-0.199864909052849,-1.41982924938202
924.90002,0.044648464769125,-0.199895620346069,-1.43201231956482
925,5.17978668212891E-02,-0.200022235512733,-1.4436286687851
925.10004,5.89025728404522E-02,-0.200242057442665,-1.45466756820679
925.20001,6.59417137503624E-02,-0.200551599264145,-1.46511912345886
925.29999,7.28964433073997E-02,-0.200946524739265,-1.47497403621674
925.40002,7.97501131892204E-02,-0.201421529054642,-1.48422312736511
925.5,0.08648831397295,-0.201970636844635,-1.4928582906723
925.60004,9.30989310145378E-02,-0.20258691906929,-1.50087130069733
925.70001,9.95722338557243E-02,-0.203262805938721,-1.50825488567352
925.79999,0.105900771915913,-0.203990250825882,-1.51500201225281
925.90002,0.11207938939333,-0.20476059615612,-1.52110624313354
926,0.118105217814445,-0.205564737319946,-1.52656185626984
926.10004,0.123977534472942,-0.206393301486969,-1.53136348724365
926.20001,0.129697814583778,-0.207236751914024,-1.53550612926483
926.29999,0.135269686579704,-0.208085224032402,-1.53898561000824
926.40002,0.140698701143265,-0.208929151296616,-1.5417982339859
926.5,0.145992293953896,-0.209758996963501,-1.543940782547
926.60004,0.151159703731537,-0.210565313696861,-1.54541051387787
926.70001,0.156211659312248,-0.211339235305786,-1.54620575904846
926.79999,0.161160036921501,-0.212072268128395,-1.54632472991943
926.90002,0.166017577052116,-0.212756454944611,-1.54576659202576
927,0.170797616243362,-0.213384479284286,-1.54453122615814
927.10004,0.175513550639153,-0.213949754834175,-1.54261863231659
927.20001,0.180178567767143,-0.214446514844894,-1.54002940654755
927.29999,0.184805199503899,-0.21486958861351,-1.53676509857178
927.40002,0.189404830336571,-0.215214714407921,-1.53282809257507
927.5,0.193987727165222,-0.215478360652924,-1.52822077274323
927.60004,0.198562547564507,-0.215657964348793,-1.52294623851776
927.70001,0.203136086463928,-0.215751796960831,-1.51700854301453
927.79999,0.207713335752487,-0.215758815407753,-1.51041173934937
927.90002,0.212297379970551,-0.215678468346596,-1.50316083431244
928,0.216889053583145,-0.215510740876198,-1.49526131153107
928.10004,0.221487134695053,-0.215256407856941,-1.48671913146973
928.20001,0.226088047027588,-0.214916974306107,-1.47754073143005
928.29999,0.230686247348785,-0.214494124054909,-1.46773314476013
928.40002,0.235273778438568,-0.213989615440369,-1.45730364322662
928.5,0.23984007537365,-0.213405609130859,-1.44625997543335
928.60004,0.244372352957726,-0.212744623422623,-1.43461048603058
928.70001,0.248855888843536,-0.212008938193321,-1.42236387729645
928.79999,0.253273874521255,-0.211200743913651,-1.40952944755554
928.90002,0.257607877254486,-0.210322394967079,-1.39611709117889
929,0.261838138103485,-0.20937642455101,-1.38213717937469
929.10004,0.265944540500641,-0.208365231752396,-1.36760020256042
929.20001,0.269906461238861,-0.207290962338448,-1.35251760482788
929.29999,0.273703843355179,-0.206156268715858,-1.33690094947815
929.40002,0.277318120002747,-0.204963162541389,-1.32076239585876
929.5,0.280731916427612,-0.203714177012444,-1.30411493778229
929.60004,0.283930063247681,-0.202411636710167,-1.28697192668915
929.70001,0.286900222301483,-0.201058700680733,-1.26934766769409
929.79999,0.289632737636566,-0.19965860247612,-1.25125682353973
929.90002,0.292121231555939,-0.198214516043663,-1.23271465301514
930,0.294362515211105,-0.196730077266693,-1.21373641490936
930.10004,0.296356946229935,-0.195209041237831,-1.19433903694153
930.20001,0.298108249902725,-0.193656146526337,-1.17453944683075
930.29999,0.299623429775238,-0.19207589328289,-1.15435516834259
930.40002,0.300912708044052,-0.190473303198814,-1.13380455970764
930.5,0.301989674568176,-0.188854053616524,-1.11290669441223
930.60004,0.302871227264404,-0.187223926186562,-1.09168171882629
930.70001,0.303577572107315,-0.185588732361794,-1.07014989852905
930.79999,0.304132014513016,-0.183954656124115,-1.04833221435547
930.90002,0.304561018943787,-0.182328194379807,-1.02625000476837
931,0.304894000291824,-0.180715963244438,-1.00392556190491
931.10004,0.305163234472275,-0.179124549031258,-0.981381595134735
931.20001,0.305403470993042,-0.177560329437256,-0.958640992641449
931.29999,0.305651426315308,-0.176029726862907,-0.935727715492249
931.40002,0.305945485830307,-0.174538940191269,-0.912665605545044
931.5,0.306325256824493,-0.173093929886818,-0.889479160308838
931.60004,0.306830853223801,-0.171700343489647,-0.866192996501923
931.70001,0.307502239942551,-0.170363530516624,-0.842832326889038
931.79999,0.308378875255585,-0.169088393449783,-0.819422245025635
931.90002,0.309499055147171,-0.167879521846771,-0.795988082885742
932,0.310899376869202,-0.166741222143173,-0.772555351257324
932.10004,0.312614530324936,-0.165677294135094,-0.749149560928345
932.20001,0.314676523208618,-0.164691001176834,-0.725796461105347
932.29999,0.317114561796188,-0.163785174489021,-0.702521502971649
932.40002,0.319954484701157,-0.162962198257446,-0.679350197315216
932.5,0.323218673467636,-0.162223964929581,-0.656307637691498
932.60004,0.326925486326218,-0.161571934819221,-0.63341897726059
932.70001,0.331089168787003,-0.161006957292557,-0.610708832740784
932.79999,0.335719406604767,-0.160529151558876,-0.588201463222504
932.90002,0.340821236371994,-0.160138174891472,-0.565920531749725
933,0.346394926309586,-0.159833148121834,-0.543889403343201
933.10004,0.352435827255249,-0.159612387418747,-0.522130787372589
933.20001,0.358934164047241,-0.159473478794098,-0.500666856765747
933.29999,0.365875244140625,-0.159413367509842,-0.479519039392471
933.40002,0.373239159584045,-0.159428551793098,-0.458708047866821
933.5,0.381000995635986,-0.159514784812927,-0.438253790140152
933.60004,0.389130741357803,-0.159666985273361,-0.418175250291824
933.70001,0.39759349822998,-0.159879714250565,-0.398490577936172
933.79999,0.406349509954453,-0.160146802663803,-0.379217028617859
933.90002,0.415354192256927,-0.160461321473122,-0.360371053218842
934,0.424558311700821,-0.160815805196762,-0.341968208551407
934.10004,0.433908224105835,-0.161202371120453,-0.324023216962814
934.20001,0.443346232175827,-0.161612495779991,-0.306549966335297
934.29999,0.452810943126678,-0.162037074565887,-0.289561539888382
934.40002,0.462237864732742,-0.162466883659363,-0.273070126771927
934.5,0.471560090780258,-0.162892535328865,-0.257087379693985
934.60004,0.480709075927734,-0.16330423951149,-0.241624519228935
934.70001,0.489615559577942,-0.163692221045494,-0.226692080497742
934.79999,0.498210698366165,-0.164046660065651,-0.212300151586533
934.90002,0.506427109241486,-0.164358079433441,-0.198458418250084
935,0.514200031757355,-0.164617449045181,-0.185176283121109
935.10004,0.521468281745911,-0.164815858006477,-0.172463089227676
935.20001,0.528175592422485,-0.164944767951965,-0.160327970981598
935.29999,0.534271597862244,-0.164996355772018,-0.148780047893524
935.40002,0.539712846279144,-0.164963394403458,-0.137828409671783
935.5,0.544463396072388,-0.164839461445808,-0.127482399344444
935.60004,0.548495888710022,-0.164618834853172,-0.117751613259315
935.70001,0.551791787147522,-0.164296701550484,-0.108645595610142
935.79999,0.554341971874237,-0.163869470357895,-0.100174203515053
935.90002,0.556146860122681,-0.16333444416523,-9.23474207520485E-02
936,0.557216763496399,-0.162689924240112,-8.51754397153854E-02
936.10004,0.557571411132813,-0.161935463547707,-7.86687359213829E-02
936.20001,0.557240009307861,-0.161071807146072,-7.28378519415855E-02
936.29999,0.556260704994202,-0.160100474953651,-0.067693330347538
936.40002,0.554679989814758,-0.159024089574814,-6.32457211613655E-02
936.5,0.552552223205566,-0.157846257090569,-5.95055818557739E-02
936.60004,0.54993861913681,-0.156571283936501,-5.64834251999855E-02
936.70001,0.546906173229218,-0.155204385519028,-5.41894994676113E-02
936.79999,0.543526887893677,-0.153751417994499,-0.052633598446846
936.90002,0.539876341819763,-0.152218773961067,-5.18252030014992E-02
937,0.536032438278198,-0.150613039731979,-5.17732128500938E-02
937.10004,0.532074272632599,-0.14894112944603,-0.052485778927803
937.20001,0.528080701828003,-0.147210404276848,-5.39702661335468E-02
937.29999,0.524129211902618,-0.14542818069458,-5.62332235276699E-02
937.40002,0.520294308662415,-0.143601566553116,-5.92800863087177E-02
937.5,0.516646862030029,-0.1417376101017,-6.31151124835014E-02
937.60004,0.513252675533295,-0.139843285083771,-6.77413865923882E-02
937.70001,0.51017165184021,-0.137925148010254,-7.31605663895607E-02
937.79999,0.507457077503204,-0.135989502072334,-7.93730169534683E-02
937.90002,0.505155026912689,-0.134042307734489,-8.63774493336678E-02
938,0.503304004669189,-0.132089048624039,-9.41709131002426E-02
938.10004,0.501934707164764,-0.130135089159012,-0.1027487590909
938.20001,0.501069843769073,-0.128185242414474,-0.112104557454586
938.29999,0.500724315643311,-0.126243814826012,-0.122230000793934
938.40002,0.500905275344849,-0.124314792454243,-0.133115157485008
938.5,0.501612544059753,-0.122401773929596,-0.144747972488403
938.60004,0.502838850021362,-0.120508044958115,-0.15711472928524
938.70001,0.504570186138153,-0.118636436760426,-0.170199632644653
938.79999,0.506786704063416,-0.116789191961288,-0.183985099196434
938.90002,0.509462952613831,-0.114968217909336,-0.198451727628708
939,0.512568593025208,-0.113175094127655,-0.213578417897224
939.10004,0.516068935394287,-0.11141099780798,-0.229342177510262
939.20001,0.519925892353058,-0.109676875174046,-0.245718345046043
939.29999,0.524098336696625,-0.107973262667656,-0.262680768966675
939.40002,0.528542995452881,-0.106300078332424,-0.280202001333237
939.5,0.533215045928955,-0.104657053947449,-0.298253148794174
939.60004,0.53806859254837,-0.10304369032383,-0.31680428981781
939.70001,0.543057262897491,-0.10145927965641,-0.335824251174927
939.79999,0.548134505748749,-9.99028757214546E-02,-0.355281174182892
939.90002,0.553254127502441,-9.83733683824539E-02,-0.375142455101013
940,0.558370232582092,-9.68696251511574E-02,-0.39537513256073
940.10004,0.563437640666962,-9.53904092311859E-02,-0.415945887565613
940.20001,0.568412005901337,-9.39345359802246E-02,-0.43682125210762
940.29999,0.573249995708466,-9.25010293722153E-02,-0.457967609167099
940.40002,0.577909529209137,-9.10889655351639E-02,-0.479351729154587
940.5,0.582350015640259,-8.96975323557854E-02,-0.500940799713135
940.60004,0.586532473564148,-8.83262529969215E-02,-0.522702634334564
940.70001,0.590420246124268,-8.69747027754784E-02,-0.544605791568756
940.79999,0.593978941440582,-8.56429114937782E-02,-0.566619694232941
940.90002,0.59717720746994,-8.43310803174973E-02,-0.588714838027954
941,0.599987030029297,-8.30395668745041E-02,-0.610862910747528
941.10004,0.602383971214294,-8.17691311240196E-02,-0.633037030696869
941.20001,0.604347825050354,-8.05208757519722E-02,-0.655211687088013
941.29999,0.605862736701965,-7.92960599064827E-02,-0.677362978458405
941.40002,0.60691773891449,-7.80960470438004E-02,-0.699468374252319
941.5,0.607506930828094,-7.69223123788834E-02,-0.721507251262665
941.60004,0.607629895210266,-7.57763981819153E-02,-0.743460536003113
941.70001,0.60729193687439,-7.46598914265633E-02,-0.765310943126678
941.79999,0.606504380702972,-7.35744908452034E-02,-0.78704309463501
941.90002,0.605285048484802,-7.25217461585999E-02,-0.808643281459808
942,0.603658080101013,-7.15031623840332E-02,-0.830099523067474
942.10004,0.601654171943665,-7.05199390649796E-02,-0.851401329040527
942.20001,0.599310636520386,-6.95729628205299E-02,-0.87254011631012
942.29999,0.596670746803284,-6.86627179384232E-02,-0.893508613109589
942.40002,0.593783676624298,-6.77893087267876E-02,-0.914301037788391
942.5,0.590703785419464,-6.69523775577545E-02,-0.93491268157959
942.60004,0.58748996257782,-6.61507546901703E-02,-0.955340206623077
942.70001,0.584204494953156,-6.53828904032707E-02,-0.975580930709839
942.79999,0.580912292003632,-6.46466687321663E-02,-0.995632886886597
942.90002,0.577679514884949,-6.39392659068108E-02,-1.01549482345581
943,0.574572503566742,-6.32570683956146E-02,-1.03516602516174
943.10004,0.571656703948975,-6.25958517193794E-02,-1.05464553833008
943.20001,0.568995356559753,-6.19508326053619E-02,-1.07393252849579
943.29999,0.566648304462433,-6.13165386021137E-02,-1.09302580356598
943.40002,0.564670860767365,-6.06869533658028E-02,-1.11192393302917
943.5,0.563112556934357,-0.060055423527956,-1.13062489032745
943.60004,0.562016010284424,-5.94151020050049E-02,-1.14912521839142
943.70001,0.561415910720825,-5.87587654590607E-02,-1.16742086410522
943.79999,0.561337649822235,-5.80790638923645E-02,-1.18550658226013
943.90002,0.56179666519165,-0.057368703186512,-1.20337569713593
944,0.56279730796814,-5.66202737390995E-02,-1.22102010250092
944.10004,0.564332365989685,-5.58263771235943E-02,-1.23843014240265
944.20001,0.566382527351379,-5.49803115427494E-02,-1.25559449195862
944.29999,0.568916499614716,-5.40756769478321E-02,-1.27250003814697
944.40002,0.571891248226166,-5.31065128743649E-02,-1.28913176059723
944.5,0.575252294540405,-5.20673282444477E-02,-1.30547273159027
944.60004,0.578935146331787,-5.09534925222397E-02,-1.32150495052338
944.70001,0.582866251468658,-4.97611723840237E-02,-1.33720862865448
944.79999,0.586964309215546,-4.84870597720146E-02,-1.35256218910217
944.90002,0.591141998767853,-4.71287071704865E-02,-1.36754310131073
945,0.595307767391205,-4.56847809255123E-02,-1.38212788105011
945.10004,0.599367499351501,-0.044154666364193,-1.39629137516022
945.20001,0.603226184844971,-4.25386726856232E-02,-1.41000819206238
945.29999,0.606789529323578,-0.040837861597538,-1.42325162887573
945.40002,0.609966039657593,-3.90541143715382E-02,-1.43599510192871
945.5,0.612668454647064,-3.71900089085102E-02,-1.44821214675903
945.60004,0.614815771579742,-3.52489277720451E-02,-1.45987594127655
945.70001,0.616334736347198,-0.033234965056181,-1.47096025943756
945.79999,0.617161691188812,-3.11527512967587E-02,-1.48143935203552
945.90002,0.61724454164505,-2.90075708180666E-02,-1.49128878116608
946,0.616544127464294,-0.026804905384779,-1.50048530101776
946.10004,0.61503529548645,-2.45507545769215E-02,-1.50900626182556
946.20001,0.612708508968353,-2.22515072673559E-02,-1.5168309211731
946.29999,0.60957008600235,-0.019913399592042,-1.52394008636475
946.40002,0.605642676353455,-0.017542976886034,-1.53031659126282
946.5,0.600964903831482,-1.51467937976122E-02,-1.53594517707825
946.60004,0.595590949058533,-1.27312261611223E-02,-1.54081249237061
946.70001,0.589589238166809,-1.03023387491703E-02,-1.54490768909454
