CG
Line A: Structure Position, Actual Response - Global X (15MW-Semi-sub - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [m]
Line B: Structure Position, Actual Response - Global Y (15MW-Semi-sub - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [m]
Line C: Structure Position, Actual Response - Global Z (15MW-Semi-sub - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [m]

*Time (s),Line A (m),Line B (m),Line C (m)
197.10001,-0.229626297950745,0.126060739159584,-1.14469754695892
197.2,-0.227344989776611,0.124847307801247,-1.12491142749786
197.3,-0.224645584821701,0.123605243861675,-1.10489237308502
197.40001,-0.22160404920578,0.122342571616173,-1.08464825153351
197.5,-0.218300819396973,0.121067434549332,-1.06418597698212
197.60001,-0.214820176362991,0.119787558913231,-1.0435117483139
197.7,-0.211249172687531,0.118510372936726,-1.02263128757477
197.8,-0.207676067948341,0.117243394255638,-1.00154995918274
197.90001,-0.204189494252205,0.115993686020374,-0.980272769927979
198,-0.200877636671066,0.114767789840698,-0.958804547786713
198.10001,-0.197826951742172,0.113572172820568,-0.937150180339813
198.2,-0.195120841264725,0.112412966787815,-0.915314674377441
198.3,-0.192838609218597,0.111296229064465,-0.893303632736206
198.40001,-0.191054403781891,0.11022724956274,-0.871123135089874
198.5,-0.189836099743843,0.109210960566998,-0.84877997636795
198.60001,-0.189244255423546,0.108251929283142,-0.826281785964966
198.7,-0.1893310546875,0.107353881001472,-0.803637564182281
198.8,-0.190139561891556,0.106519863009453,-0.780857563018799
198.90001,-0.191703006625175,0.1057523265481,-0.75795304775238
199,-0.194044172763824,0.105053134262562,-0.734936535358429
199.10001,-0.197174727916718,0.104423634707928,-0.711822271347046
199.2,-0.201094552874565,0.103863939642906,-0.688626229763031
199.3,-0.205792188644409,0.103373259305954,-0.665365934371948
199.40001,-0.21124492585659,0.102950215339661,-0.642060339450836
199.5,-0.217418372631073,0.102593146264553,-0.618729948997498
199.60001,-0.224267408251762,0.102298997342587,-0.595396935939789
199.7,-0.231736302375793,0.102064944803715,-0.572085320949554
199.8,-0.239759430289268,0.101887069642544,-0.548820495605469
199.90001,-0.248262271285057,0.101760759949684,-0.52562952041626
200,-0.257162749767303,0.1016810759902,-0.502540946006775
200.10001,-0.266371816396713,0.101642861962318,-0.479584962129593
200.2,-0.27579540014267,0.101640351116657,-0.456792950630188
200.3,-0.285335510969162,0.101667374372482,-0.434197306632996
200.40001,-0.294891178607941,0.101717554032803,-0.411831587553024
200.5,-0.304360687732697,0.101784497499466,-0.389730334281921
200.60001,-0.313643127679825,0.101862162351608,-0.367929100990295
200.7,-0.322639733552933,0.101944386959076,-0.346464097499847
200.8,-0.331256002187729,0.102025240659714,-0.325371652841568
200.90001,-0.339402437210083,0.102099396288395,-0.304688304662704
201,-0.346996784210205,0.102161906659603,-0.284450858831406
201.10001,-0.353964984416962,0.10220742225647,-0.264696180820465
201.2,-0.360242277383804,0.102231353521347,-0.24546055495739
201.3,-0.365774035453796,0.102229498326778,-0.226779773831367
201.40001,-0.370516687631607,0.102198868989944,-0.20868892967701
201.5,-0.374438285827637,0.102136127650738,-0.191222459077835
201.60001,-0.377518951892853,0.102038815617561,-0.174413412809372
201.7,-0.379750460386276,0.101904861629009,-0.158293634653091
201.8,-0.381136834621429,0.101732097566128,-0.142893418669701
201.90001,-0.381693243980408,0.101518496870995,-0.128241375088692
202,-0.381446152925491,0.101262606680393,-0.114364564418793
202.10001,-0.380432486534119,0.100963816046715,-0.101288236677647
202.2,-0.378698766231537,0.100621238350868,-8.90353098511696E-02
202.3,-0.376300543546677,0.100233815610409,-7.76264518499374E-02
202.40001,-0.373301535844803,9.98013466596603E-02,-6.70797601342201E-02
202.5,-0.369772344827652,9.93230864405632E-02,-5.74112720787525E-02
202.60001,-0.365789264440536,9.87983196973801E-02,-4.86348047852516E-02
202.7,-0.361433506011963,9.82265844941139E-02,-4.07616384327412E-02
202.8,-0.356790095567703,9.76070314645767E-02,-3.38005013763905E-02
202.90001,-0.351946890354156,0.096939355134964,-2.77577694505453E-02
203,-0.346992880105972,9.62234809994698E-02,-2.26369630545378E-02
203.10001,-0.342017471790314,9.54592600464821E-02,-0.018439032137394
203.2,-0.337109208106995,9.46462079882622E-02,-1.51627687737346E-02
203.3,-0.332354635000229,9.37842130661011E-02,-1.28047363832593E-02
203.40001,-0.327837139368057,0.09287329018116,-0.011359004303813
203.5,-0.323635965585709,9.19135138392448E-02,-1.08174020424485E-02
203.60001,-0.319825053215027,9.09059196710587E-02,-1.11695975065231E-02
203.7,-0.316472411155701,8.98515284061432E-02,-1.24033782631159E-02
203.8,-0.313639223575592,8.87505859136581E-02,-1.45047437399626E-02
203.90001,-0.311379283666611,8.76048728823662E-02,-1.74580365419388E-02
204,-0.309738546609879,8.64162966609001E-02,-2.12462805211544E-02
204.10001,-0.30875438451767,8.51869732141495E-02,-2.58510559797287E-02
204.2,-0.30845507979393,8.39197933673859E-02,-3.12531366944313E-02
204.3,-0.308859765529633,0.082618422806263,-3.74320857226849E-02
204.40001,-0.309978067874908,0.08128722012043,-4.43666130304337E-02
204.5,-0.311809897422791,7.99313187599182E-02,-5.20348995923996E-02
204.60001,-0.314345210790634,0.078556589782238,-6.04146011173725E-02
204.7,-0.317564129829407,7.71684795618057E-02,-6.94829896092415E-02
204.8,-0.321437150239944,7.57729783654213E-02,-7.92173072695732E-02
204.90001,-0.325925558805466,7.43763446807861E-02,-8.95947962999344E-02
205,-0.330981761217117,0.072985902428627,-0.100592933595181
205.10001,-0.336550086736679,7.16087371110916E-02,-0.112189300358295
205.2,-0.342567652463913,7.02528432011604E-02,-0.124361887574196
205.3,-0.348965376615524,6.89254701137543E-02,-0.137088760733604
205.40001,-0.355669289827347,6.76338672637939E-02,-0.150348693132401
205.5,-0.362601727247238,6.63851052522659E-02,-0.164120778441429
205.60001,-0.36968269944191,6.51862397789955E-02,-0.178385034203529
205.7,-0.37683117389679,6.40438348054886E-02,-0.193122148513794
205.8,-0.383966475725174,6.29641190171242E-02,-0.208313763141632
205.90001,-0.391009509563446,6.19531385600567E-02,-0.223942041397095
206,-0.397883772850037,6.10166117548943E-02,-0.239989802241325
206.10001,-0.404516518115997,6.01594708859921E-02,-0.256441026926041
206.2,-0.41083961725235,5.93861751258373E-02,-0.273280501365662
206.3,-0.416790306568146,5.87000921368599E-02,-0.290493935346603
206.40001,-0.422312021255493,5.81038817763329E-02,-0.30806776881218
206.5,-0.427355021238327,5.75993321835995E-02,-0.325989037752151
206.60001,-0.431876987218857,5.71874193847179E-02,-0.344245910644531
206.7,-0.435843467712402,5.68681061267853E-02,-0.362827271223068
206.8,-0.439228415489197,5.66403232514858E-02,-0.381722539663315
206.90001,-0.442014366388321,5.65018281340599E-02,-0.400921761989594
207,-0.444192945957184,5.64493872225285E-02,-0.420415371656418
207.10001,-0.445764690637589,5.64785897731781E-02,-0.440194249153137
207.2,-0.446739017963409,5.65840043127537E-02,-0.460249543190002
207.3,-0.447133928537369,5.67591227591038E-02,-0.48057234287262
207.40001,-0.446975737810135,5.69964870810509E-02,-0.501153767108917
207.5,-0.446298331022263,5.72877004742622E-02,-0.521984815597534
207.60001,-0.445142537355423,5.76234757900238E-02,-0.54305636882782
207.7,-0.443555355072021,5.79939372837543E-02,-0.564358711242676
207.8,-0.44158923625946,5.83885051310062E-02,-0.58588171005249
207.90001,-0.4393011033535,5.87959811091423E-02,-0.607614517211914
208,-0.436751425266266,5.92048801481724E-02,-0.62954568862915
208.10001,-0.434003323316574,5.96034340560436E-02,-0.65166312456131
208.2,-0.431121617555618,5.99799081683159E-02,-0.673953652381897
208.3,-0.428171932697296,6.03225380182266E-02,-0.696403443813324
208.40001,-0.425219506025314,6.06196597218513E-02,-0.71899801492691
208.5,-0.422328293323517,6.08601719141006E-02,-0.74172180891037
208.60001,-0.419559836387634,6.10333792865276E-02,-0.764558553695679
208.7,-0.416972249746323,6.11291714012623E-02,-0.787491261959076
208.8,-0.41461917757988,0.061138030141592,-0.810502052307129
208.90001,-0.412548929452896,6.10514134168625E-02,-0.833572089672089
209,-0.410803437232971,6.08617626130581E-02,-0.856681883335114
209.10001,-0.409417688846588,6.05624690651894E-02,-0.879811346530914
209.2,-0.408419102430344,6.01479075849056E-02,-0.902939856052399
209.3,-0.407827079296112,5.96136413514614E-02,-0.926046073436737
209.40001,-0.407652676105499,5.89563474059105E-02,-0.949108600616455
209.5,-0.407898426055908,5.81739321351051E-02,-0.972104966640472
209.60001,-0.408558458089828,0.057265542447567,-0.995012283325195
209.7,-0.409618645906448,5.62316365540028E-02,-1.01780724525452
209.8,-0.411056876182556,5.50737306475639E-02,-1.04046618938446
209.90001,-0.412843495607376,5.37944883108139E-02,-1.06296503543854
210,-0.414941936731339,5.23977242410183E-02,-1.08527994155884
210.10001,-0.417309433221817,5.08882626891136E-02,-1.10738635063171
210.2,-0.419897884130478,4.92719672620296E-02,-1.12925946712494
210.3,-0.422654986381531,4.75555844604969E-02,-1.15087413787842
210.40001,-0.425525307655334,4.57465909421444E-02,-1.17220544815063
210.5,-0.428451687097549,4.38531525433064E-02,-1.1932281255722
210.60001,-0.431376725435257,4.18842285871506E-02,-1.21391689777374
210.7,-0.434243828058243,3.98492403328419E-02,-1.23424649238586
210.8,-0.436998516321182,3.77578549087048E-02,-1.25419187545776
210.90001,-0.439589649438858,3.56199219822884E-02,-1.27372848987579
211,-0.441970556974411,3.34451198577881E-02,-1.29283201694489
211.10001,-0.444099634885788,3.12437452375889E-02,-1.31147813796997
211.2,-0.445940971374512,2.90258470922709E-02,-1.32964324951172
211.3,-0.447464436292648,2.68014464527369E-02,-1.34730398654938
211.40001,-0.448645800352097,2.45799422264099E-02,-1.36443769931793
211.5,-0.449466794729233,2.23707184195518E-02,-1.38102233409882
211.60001,-0.449914753437042,2.01827995479107E-02,-1.39703607559204
211.7,-0.44998225569725,1.80251393467188E-02,-1.41245830059052
211.8,-0.449666917324066,1.59062761813402E-02,-1.42726898193359
211.90001,-0.448971271514893,1.38340285047889E-02,-1.44144916534424
212,-0.447903096675873,1.18157742545009E-02,-1.45498073101044
212.10001,-0.446474850177765,9.85853932797909E-03,-1.46784627437592
212.2,-0.44470351934433,7.96890258789063E-03,-1.48002946376801
212.3,-0.442610442638397,6.15293998271227E-03,-1.49151515960693
212.40001,-0.440221279859543,4.41603688523173E-03,-1.50228953361511
212.5,-0.437566101551056,2.7632093988359E-03,-1.51233994960785
212.60001,-0.434678494930267,1.19893602095544E-03,-1.52165484428406
212.7,-0.431595087051392,-2.73457815637812E-04,-1.53022384643555
212.8,-0.42835533618927,-1.65060255676508E-03,-1.5380380153656
212.90001,-0.425001055002213,-2.9302251059562E-03,-1.54508948326111
213,-0.421575754880905,-4.11093886941671E-03,-1.5513721704483
213.10001,-0.418123990297318,-5.19197434186935E-03,-1.5568813085556
213.2,-0.414690971374512,-6.17289170622826E-03,-1.56161403656006
213.3,-0.411322116851807,-7.05419247969985E-03,-1.56556916236877
213.40001,-0.408062368631363,-7.83691462129354E-03,-1.56874656677246
213.5,-0.40495577454567,-8.52294638752937E-03,-1.5711475610733
213.60001,-0.402045458555222,-9.11462493240833E-03,-1.57277512550354
213.7,-0.399372547864914,-9.6152238547802E-03,-1.57363367080688
213.8,-0.39697602391243,-1.00285308435559E-02,-1.57372939586639
213.90001,-0.394891440868378,-1.03592155501246E-02,-1.5730699300766
214,-0.393150478601456,-1.06120845302939E-02,-1.5716644525528
214.10001,-0.391780078411102,-1.07926875352859E-02,-1.56952369213104
214.2,-0.390801221132278,-1.09068835154176E-02,-1.5666595697403
214.3,-0.390228569507599,-1.09608471393585E-02,-1.56308507919312
214.40001,-0.390069872140884,-0.010961476713419,-1.55881345272064
214.5,-0.39032518863678,-1.09160775318742E-02,-1.55386006832123
214.60001,-0.390986710786819,-1.08321020379663E-02,-1.54824113845825
214.7,-0.392038136720657,-1.07171358540654E-02,-1.54197287559509
214.8,-0.393455177545547,-1.05793848633766E-02,-1.53507244586945
214.90001,-0.395205676555634,-1.04271117597818E-02,-1.52755689620972
215,-0.397249847650528,-1.02684469893575E-02,-1.51944422721863
215.10001,-0.399541407823563,-1.01115005090833E-02,-1.51075196266174
215.2,-0.402028292417526,-9.96499136090279E-03,-1.50149762630463
215.3,-0.404653638601303,-9.83735267072916E-03,-1.49169838428497
215.40001,-0.407356649637222,-9.73709207028151E-03,-1.48137092590332
215.5,-0.410074084997177,-9.67245921492577E-03,-1.47053170204163
215.60001,-0.412740886211395,-9.65155195444822E-03,-1.45919609069824
215.7,-0.415291637182236,-9.68198757618666E-03,-1.44737875461578
215.8,-0.417662382125854,-9.77125950157642E-03,-1.43509340286255
215.90001,-0.419790744781494,-9.92609933018684E-03,-1.42235255241394
216,-0.421617925167084,-1.01524274796247E-02,-1.40916776657104
216.10001,-0.423089951276779,-1.04561084881425E-02,-1.39554917812347
216.2,-0.424158781766891,-1.08416806906462E-02,-1.38150608539581
216.3,-0.424783110618591,-1.13128079101443E-02,-1.36704635620117
216.40001,-0.424929231405258,-1.18728457018733E-02,-1.3521763086319
216.5,-0.42457190155983,-1.25244846567512E-02,-1.33690166473389
216.60001,-0.423694998025894,-1.32689327001572E-02,-1.32122671604156
216.7,-0.422292113304138,-1.41063593327999E-02,-1.30515420436859
216.8,-0.420366257429123,-1.50365373119712E-02,-1.28868675231934
216.90001,-0.417930096387863,-1.60577669739723E-02,-1.27182602882385
217,-0.415006101131439,-1.71680487692356E-02,-1.25457215309143
217.10001,-0.411625802516937,-1.83639954775572E-02,-1.23692488670349
217.2,-0.407829135656357,-1.96419730782509E-02,-1.21888375282288
217.3,-0.403663843870163,-2.09973435848951E-02,-1.20044839382172
217.40001,-0.399184733629227,-2.24253814667463E-02,-1.1816178560257
217.5,-0.394452184438705,-2.39202007651329E-02,-1.16239130496979
217.60001,-0.389531254768372,-2.54759676754475E-02,-1.14276850223541
217.7,-0.38449028134346,-2.70866006612778E-02,-1.12274980545044
217.8,-0.379399508237839,-2.87455674260855E-02,-1.10233616828918
217.90001,-0.374329596757889,-3.04463561624289E-02,-1.08152937889099
218,-0.369350284337997,-3.21820303797722E-02,-1.06033253669739
218.10001,-0.364528983831406,-3.39456647634506E-02,-1.0387499332428
218.2,-0.359929412603378,-3.57313044369221E-02,-1.0167875289917
218.3,-0.355610340833664,-3.75329181551933E-02,-0.994452655315399
218.40001,-0.351624608039856,-3.93443815410137E-02,-0.971754550933838
218.5,-0.348017960786819,-4.11594733595848E-02,-0.948704421520233
218.60001,-0.344828605651855,-4.29726392030716E-02,-0.925315797328949
218.7,-0.342086583375931,-4.47781793773174E-02,-0.901604056358337
218.8,-0.339813530445099,-4.65710423886776E-02,-0.877587199211121
218.90001,-0.338022589683533,-4.83464561402798E-02,-0.853285253047943
219,-0.336718678474426,-5.00999689102173E-02,-0.828720390796661
219.10001,-0.335898727178574,-5.18273673951626E-02,-0.803917348384857
219.2,-0.335552394390106,-5.35243637859821E-02,-0.778903186321259
219.3,-0.335662513971329,-0.055187065154314,-0.75370717048645
219.40001,-0.336205720901489,-5.68118169903755E-02,-0.728361070156097
219.5,-0.337153255939484,-5.83947524428368E-02,-0.702898502349854
219.60001,-0.338471502065659,-5.99321015179157E-02,-0.677355587482452
219.7,-0.340122520923615,-6.14202655851841E-02,-0.651770293712616
219.8,-0.342064648866653,-6.28558322787285E-02,-0.626182019710541
219.90001,-0.344252943992615,-6.42353743314743E-02,-0.600632011890411
220,-0.346639573574066,-6.55555427074432E-02,-0.575163006782532
220.10001,-0.349174201488495,-6.68132454156876E-02,-0.549818813800812
220.2,-0.35180452466011,-6.80053606629372E-02,-0.524644374847412
220.3,-0.354476720094681,-6.91288113594055E-02,-0.499685049057007
220.40001,-0.357136011123657,-7.01806098222733E-02,-0.474986612796783
220.5,-0.359727442264557,-0.071158155798912,-0.450594991445541
220.60001,-0.362196654081345,-7.20593854784966E-02,-0.426555901765823
220.7,-0.364490479230881,-7.28827640414238E-02,-0.402914613485336
220.8,-0.366557866334915,-0.073627382516861,-0.379715770483017
220.90001,-0.368350505828857,-7.42930322885513E-02,-0.35700324177742
221,-0.369823455810547,-7.48801380395889E-02,-0.334819853305817
221.10001,-0.370935678482056,-7.53899961709976E-02,-0.313206613063812
221.2,-0.371650338172913,-7.58248418569565E-02,-0.292203336954117
221.3,-0.371935158967972,-7.61879682540894E-02,-0.271847665309906
221.40001,-0.371762603521347,-7.64836892485619E-02,-0.252175122499466
221.5,-0.371109962463379,-7.67172873020172E-02,-0.233219400048256
221.60001,-0.369959473609924,-7.68949240446091E-02,-0.215011641383171
221.7,-0.368298351764679,-7.70236402750015E-02,-0.19758053123951
221.8,-0.366119056940079,-7.71114081144333E-02,-0.180952504277229
221.90001,-0.363419234752655,-7.71668180823326E-02,-0.165150851011276
222,-0.360202044248581,-7.71991088986397E-02,-0.15019616484642
222.10001,-0.356476217508316,-7.72179886698723E-02,-0.136106207966805
222.2,-0.352256268262863,-7.72334486246109E-02,-0.122895620763302
222.3,-0.347562462091446,-7.72555992007256E-02,-0.110576555132866
222.40001,-0.342421025037766,-7.72944986820221E-02,-9.91581901907921E-02
222.5,-0.336863964796066,-7.73598924279213E-02,-8.86465907096863E-02
222.60001,-0.330929011106491,-7.74611905217171E-02,-7.90446549654007E-02
222.7,-0.324659258127213,-7.76073262095451E-02,-7.03527629375458E-02
222.8,-0.318102896213531,-7.78065323829651E-02,-6.25680387020111E-02
222.90001,-0.311312735080719,-7.80661106109619E-02,-5.56852370500565E-02
223,-0.304345786571503,-0.078392505645752,-4.96967807412148E-02
223.10001,-0.297262847423553,-7.87911489605904E-02,-4.45926375687122E-02
223.2,-0.290127873420715,-7.92663618922234E-02,-4.03604209423065E-02
223.3,-0.28300753235817,-7.98213705420494E-02,-0.036985669285059
223.40001,-0.275970488786697,-8.04582014679909E-02,-3.44518944621086E-02
223.5,-0.26908677816391,-8.11775028705597E-02,-3.27411741018295E-02
223.60001,-0.262426912784576,-8.19787159562111E-02,-3.18340510129929E-02
223.7,-0.256061166524887,-0.082860179245472,-3.17098423838615E-02
223.8,-0.250058531761169,-8.38190093636513E-02,-3.23468558490276E-02
223.90001,-0.244485720992088,-8.48511382937431E-02,-3.37230190634727E-02
224,-0.239405855536461,-8.59514698386192E-02,-3.58155854046345E-02
224.10001,-0.234877333045006,-8.71138572692871E-02,-3.86013612151146E-02
224.2,-0.230952531099319,-8.83312374353409E-02,-4.20580469071865E-02
224.3,-0.227676570415497,-8.95957425236702E-02,-4.61628884077072E-02
224.40001,-0.225086122751236,-0.090898759663105,-5.08936196565628E-02
224.5,-0.223208397626877,-9.22311842441559E-02,-5.62289617955685E-02
224.60001,-0.22206012904644,-0.093583308160305,-6.21487945318222E-02
224.7,-0.221646949648857,-9.49450433254242E-02,-6.86341822147369E-02
224.8,-0.221962720155716,-9.63060632348061E-02,-7.56672546267509E-02
224.90001,-0.222989276051521,-9.76558700203896E-02,-8.32313597202301E-02
225,-0.224696397781372,-9.89839658141136E-02,-9.13112387061119E-02
225.10001,-0.227042004466057,-0.10028001666069,-9.98930037021637E-02
225.2,-0.229972556233406,-0.101533941924572,-0.10896410793066
225.3,-0.233423829078674,-0.102736033499241,-0.118513762950897
225.40001,-0.237321883440018,-0.103877134621143,-0.128532782196999
225.5,-0.241584211587906,-0.104948550462723,-0.139013484120369
225.60001,-0.246121346950531,-0.105942361056805,-0.149949610233307
225.7,-0.250838398933411,-0.106851331889629,-0.161335915327072
225.8,-0.255636811256409,-0.107669271528721,-0.173168286681175
225.90001,-0.26041641831398,-0.108390912413597,-0.185444205999374
226,-0.265077292919159,-0.109011985361576,-0.198162108659744
226.10001,-0.269521474838257,-0.109529413282871,-0.211320996284485
226.2,-0.273655027151108,-0.109941348433495,-0.224920019507408
226.3,-0.277389466762543,-0.110247060656548,-0.238959491252899
226.40001,-0.280643433332443,-0.110447078943253,-0.253440111875534
226.5,-0.283343911170959,-0.110543131828308,-0.268362551927567
226.60001,-0.285427361726761,-0.110538318753242,-0.283727288246155
226.7,-0.286840617656708,-0.110437139868736,-0.299534201622009
226.8,-0.287541627883911,-0.110245361924171,-0.315782785415649
226.90001,-0.28750005364418,-0.109969735145569,-0.332472950220108
227,-0.286697536706924,-0.109618276357651,-0.349603056907654
227.10001,-0.285127967596054,-0.109200119972229,-0.367170393466949
227.2,-0.282797604799271,-0.108725436031818,-0.38517153263092
227.3,-0.279724776744843,-0.108205378055573,-0.403601855039597
227.40001,-0.275939673185349,-0.107651680707932,-0.422454684972763
227.5,-0.271483808755875,-0.107076644897461,-0.441722005605698
227.60001,-0.266409277915955,-0.106493227183819,-0.461394399404526
227.7,-0.260777860879898,-0.105914443731308,-0.481461077928543
227.8,-0.254659920930862,-0.105353385210037,-0.501909077167511
227.90001,-0.248133361339569,-0.104823082685471,-0.522723972797394
228,-0.241282030940056,-0.104335844516754,-0.54388964176178
228.10001,-0.234194383025169,-0.103903479874134,-0.565387904644012
228.2,-0.226961985230446,-0.103537067770958,-0.587199091911316
228.3,-0.219677910208702,-0.103246860206127,-0.60930198431015
228.40001,-0.212435200810432,-0.103041984140873,-0.631673872470856
228.5,-0.205325171351433,-0.102929815649986,-0.654290556907654
228.60001,-0.198436036705971,-0.102916583418846,-0.67712676525116
228.7,-0.191851317882538,-0.103006854653358,-0.700156033039093
228.8,-0.185648828744888,-0.103203557431698,-0.723350644111633
228.90001,-0.179899394512177,-0.103508189320564,-0.746682286262512
229,-0.174665689468384,-0.103920578956604,-0.770121812820435
229.10001,-0.170001491904259,-0.104438595473766,-0.793639540672302
229.2,-0.165950879454613,-0.105058826506138,-0.817205607891083
229.3,-0.162547960877419,-0.105776555836201,-0.840790331363678
229.40001,-0.159816592931747,-0.106585428118706,-0.864363610744476
229.5,-0.157769769430161,-0.107477650046349,-0.887895405292511
229.60001,-0.156409904360771,-0.108444541692734,-0.911356151103973
229.7,-0.155729159712791,-0.109476827085018,-0.934716641902924
229.8,-0.155709341168404,-0.110564418137074,-0.957948505878448
229.90001,-0.156322613358498,-0.111696548759937,-0.981023728847504
230,-0.157531693577766,-0.112862296402454,-1.00391435623169
230.10001,-0.159290179610252,-0.114050552248955,-1.0265941619873
230.2,-0.161543622612953,-0.115250624716282,-1.04903781414032
230.3,-0.164230108261108,-0.116451449692249,-1.07122111320496
230.40001,-0.167280912399292,-0.117642812430859,-1.09312069416046
230.5,-0.170621365308762,-0.118815325200558,-1.11471402645111
230.60001,-0.174171954393387,-0.119959890842438,-1.13598012924194
230.7,-0.177849560976028,-0.121068276464939,-1.15689861774445
230.8,-0.18156872689724,-0.122133620083332,-1.17745041847229
230.90001,-0.185243383049965,-0.123149685561657,-1.19761776924133
231,-0.188787370920181,-0.124111324548721,-1.21738374233246
231.10001,-0.192116305232048,-0.125014245510101,-1.23673236370087
231.2,-0.195148527622223,-0.125855475664139,-1.25564920902252
231.3,-0.197806850075722,-0.126632928848267,-1.27412045001984
231.40001,-0.200019255280495,-0.127345353364944,-1.29213321208954
231.5,-0.201719760894775,-0.127992242574692,-1.30967497825623
231.60001,-0.202849820256233,-0.128574341535568,-1.32673501968384
231.7,-0.203358814120293,-0.12909272313118,-1.34330236911774
231.8,-0.203204602003098,-0.129548877477646,-1.35936677455902
231.90001,-0.202354103326797,-0.129944682121277,-1.37491917610168
232,-0.200783640146255,-0.130282372236252,-1.38995063304901
232.10001,-0.198479294776917,-0.13056468963623,-1.40445220470428
232.2,-0.19543719291687,-0.130793511867523,-1.41841566562653
232.3,-0.191663503646851,-0.130971193313599,-1.4318333864212
232.40001,-0.187174260616302,-0.131100043654442,-1.44469738006592
232.5,-0.181995257735252,-0.131181642413139,-1.45699954032898
232.60001,-0.176161631941795,-0.131216838955879,-1.46873211860657
232.7,-0.169717267155647,-0.131206065416336,-1.47988724708557
232.8,-0.162714272737503,-0.131149396300316,-1.49045693874359
232.90001,-0.155212238430977,-0.13104622066021,-1.5004335641861
233,-0.147277563810349,-0.130895242094994,-1.50980889797211
233.10001,-0.138982951641083,-0.130695417523384,-1.51857495307922
233.2,-0.130406200885773,-0.130445390939713,-1.52672374248505
233.3,-0.121628783643246,-0.130144655704498,-1.5342470407486
233.40001,-0.112734474241734,-0.129791155457497,-1.5411365032196
233.5,-0.103808663785458,-0.129382133483887,-1.54738366603851
233.60001,-9.49374884366989E-02,-0.128915339708328,-1.55298006534576
233.7,-8.62066894769669E-02,-0.128389045596123,-1.55791747570038
233.8,-7.77004584670067E-02,-0.127801850438118,-1.56218755245209
233.90001,-6.95002898573875E-02,-0.127152681350708,-1.56578195095062
234,-6.16839528083801E-02,-0.126440659165382,-1.56869304180145
234.10001,-5.43244443833828E-02,-0.125666424632072,-1.57091307640076
234.2,-4.74888123571873E-02,-0.12483149766922,-1.57243502140045
234.3,-4.12374176084995E-02,-0.123938225209713,-1.57325184345245
234.40001,-3.56231853365898E-02,-0.122989721596241,-1.57335734367371
234.5,-0.030690910294652,-0.121990561485291,-1.57274580001831
234.60001,-2.64768172055483E-02,-0.120946414768696,-1.57141220569611
234.7,-2.30081435292959E-02,-0.119863897562027,-1.56935203075409
234.8,-2.03028954565525E-02,-0.11875107884407,-1.56656229496002
234.90001,-1.83697380125523E-02,-0.117616929113865,-1.56304001808167
235,-1.72079782932997E-02,-0.116471253335476,-1.55878365039825
235.10001,-1.68074574321508E-02,-0.115324810147285,-1.55379247665405
235.2,-1.71487107872963E-02,-0.114189147949219,-1.54806661605835
235.3,-1.82030517607927E-02,-0.113076321780682,-1.54160726070404
235.40001,-1.99328251183033E-02,-0.111998654901981,-1.5344170331955
235.5,-2.22916472703218E-02,-0.110968694090843,-1.52649927139282
235.60001,-2.52247732132673E-02,-0.10999895632267,-1.51785850524902
235.7,-2.86695789545774E-02,-0.109101682901382,-1.50850057601929
235.8,-3.25561389327049E-02,-0.108288571238518,-1.49843227863312
235.90001,-0.036808155477047,-0.107570506632328,-1.48766148090363
236,-4.13437634706497E-02,-0.106957532465458,-1.4761974811554
236.10001,-4.60766032338142E-02,-0.106458358466625,-1.46405005455017
236.2,-0.05091692507267,-0.106080323457718,-1.45123064517975
236.3,-5.57727590203285E-02,-0.105829164385796,-1.43775129318237
236.40001,-6.05511628091335E-02,-0.105708934366703,-1.42362475395203
236.5,-6.51592910289764E-02,-0.105721868574619,-1.40886497497559
236.60001,-6.95055797696114E-02,-0.105868354439735,-1.39348661899567
236.7,-7.35008418560028E-02,-0.106146797537804,-1.37750482559204
236.8,-7.70592465996742E-02,-0.106553539633751,-1.36093592643738
236.90001,-8.00993740558624E-02,-0.107083059847355,-1.3437967300415
237,-8.25451463460922E-02,-0.107728011906147,-1.32610464096069
237.10001,-0.084326833486557,-0.108479261398315,-1.3078773021698
237.2,-8.53819698095322E-02,-0.109326146543026,-1.2891331911087
237.3,-8.56563746929169E-02,-0.110256627202034,-1.26989114284515
237.40001,-8.51050466299057E-02,-0.111257575452328,-1.25017023086548
237.5,-8.36930721998215E-02,-0.112314902245998,-1.22999012470245
237.60001,-8.13965126872063E-02,-0.11341368407011,-1.20937049388885
237.7,-7.82031044363976E-02,-0.114538706839085,-1.18833196163177
237.8,-7.41126835346222E-02,-0.115674436092377,-1.16689479351044
237.90001,-6.91375732421875E-02,-0.116805382072926,-1.14507973194122
238,-6.33027032017708E-02,-0.117916405200958,-1.12290787696838
238.10001,-5.66454157233238E-02,-0.118992745876312,-1.1003999710083
238.2,-4.92151491343975E-02,-0.120020426809788,-1.0775773525238
238.3,-4.10728007555008E-02,-0.120986416935921,-1.05446195602417
238.40001,-0.032290056347847,-0.121878810226917,-1.03107607364655
238.5,-2.29482129216194E-02,-0.122686788439751,-1.00744187831879
238.60001,-1.31370713934302E-02,-0.123400896787643,-0.983581364154816
