Rotation
Line A: Structure Position, Actual Response - Global RX (15MW-Semi-sub) [°]
Line B: Structure Position, Actual Response - Global RY (15MW-Semi-sub) [°]
Line C: Structure Position, Actual Response - Global RZ (15MW-Semi-sub) [°]

*Time (s),Line A (°),Line B (°),Line C (°)
84.2,-4.91689220070839E-02,-0.104613296687603,-6.87071159482002E-02
84.3,-0.050890177488327,-0.103164821863174,-7.62701034545898E-02
84.4,-5.27951195836067E-02,-0.101756080985069,-8.38533192873001E-02
84.5,-5.48657700419426E-02,-0.100412681698799,-9.13662686944008E-02
84.6,-5.70859163999557E-02,-9.91389751434326E-02,-9.86979901790619E-02
84.7,-5.94435557723045E-02,-9.79477763175964E-02,-0.105756320059299
84.8,-6.19309134781361E-02,-9.68561470508575E-02,-0.112454198300838
84.9,-6.45215064287186E-02,-0.095867432653904,-0.118675500154495
85,-6.71955943107605E-02,-9.50038060545921E-02,-0.124336659908295
85.1,-6.99310228228569E-02,-0.094253309071064,-0.129334360361099
85.2,-7.27063342928886E-02,-9.36431586742401E-02,-0.133586674928665
85.3,-7.54963457584381E-02,-9.31579023599625E-02,-0.137004435062408
85.4,-7.82764256000519E-02,-9.28144976496697E-02,-0.139516800642014
85.5,-8.10203179717064E-02,-9.26145613193512E-02,-0.141051471233368
85.6,-8.37037488818169E-02,-9.25537496805191E-02,-0.141552120447159
85.7,-8.62972736358643E-02,-9.26395580172539E-02,-0.140970140695572
85.8,-8.87794196605682E-02,-9.28727984428406E-02,-0.139250904321671
85.9,-9.11223962903023E-02,-9.32405143976212E-02,-0.136373072862625
86,-9.32949036359787E-02,-9.37511101365089E-02,-0.132321134209633
86.1,-9.52827110886574E-02,-9.43934842944145E-02,-0.127081125974655
86.2,-9.70577597618103E-02,-9.51590016484261E-02,-0.120657570660114
86.3,-9.86003950238228E-02,-9.60527583956718E-02,-0.113071791827679
86.4,-9.98897701501846E-02,-9.70610901713371E-02,-0.104350879788399
86.5,-0.100911855697632,-0.098171167075634,-9.45324674248695E-02
86.6,-0.101646706461906,-9.93804708123207E-02,-8.36763232946396E-02
86.7,-0.102089181542397,-0.100674152374268,-7.18508064746857E-02
86.8,-0.102228797972202,-0.102038636803627,-5.91365918517113E-02
86.9,-0.102054439485073,-0.103465370833874,-4.56221029162407E-02
87,-0.10156237334013,-0.104941338300705,-3.14126759767532E-02
87.1,-0.10074707865715,-0.10645017772913,-1.66191235184669E-02
87.2,-9.96192246675491E-02,-0.10797856003046,-1.36428372934461E-03
87.3,-9.81801748275757E-02,-0.109509348869324,1.42212081700563E-02
87.4,-9.64414104819298E-02,-0.111023955047131,2.99922078847885E-02
87.5,-9.44153144955635E-02,-0.112510584294796,4.58086915314198E-02
87.6,-9.21117067337036E-02,-0.113940820097923,6.15084953606129E-02
87.7,-8.95535871386528E-02,-0.115307912230492,7.69379213452339E-02
87.8,-0.086756207048893,-0.116588927805424,9.19228494167328E-02
87.9,-8.37399810552597E-02,-0.117768578231335,0.10630451887846
88,-8.05347263813019E-02,-0.11882209777832,0.119922451674938
88.1,-7.71607980132103E-02,-0.119735889136791,0.132611081004143
88.2,-7.36503303050995E-02,-0.120497040450573,0.144216760993004
88.3,-7.00226277112961E-02,-0.121079966425896,0.154591053724289
88.4,-6.63206502795219E-02,-0.121477544307709,0.1635951846838
88.5,-6.25598728656769E-02,-0.121669270098209,0.171116441488266
88.6,-5.87779954075813E-02,-0.121637895703316,0.177049413323402
88.7,-5.50084039568901E-02,-0.121379762887955,0.181302174925804
88.8,-5.12747131288052E-02,-0.120882719755173,0.183819338679314
88.9,-4.76037263870239E-02,-0.120139718055725,0.184574455022812
89,-4.40273508429527E-02,-0.119141221046448,0.183529660105705
89.1,-4.05733771622181E-02,-0.117878459393978,0.180710986256599
89.2,-3.72639074921608E-02,-0.11635210365057,0.176145881414413
89.3,-3.41318547725677E-02,-0.114558547735214,0.169897153973579
89.4,-3.11917494982481E-02,-0.112496048212051,0.162041664123535
89.5,-2.84692924469709E-02,-0.110171221196651,0.152684077620506
89.6,-2.59796362370253E-02,-0.107596017420292,0.141949117183685
89.7,-2.37433984875679E-02,-0.104767873883247,0.129986941814423
89.8,-2.17761434614658E-02,-0.101690202951431,0.116956435143948
89.9,-2.00908482074738E-02,-9.83784645795822E-02,0.103031814098358
90,-1.86979565769434E-02,-9.48403477668762E-02,8.84042829275131E-02
90.1,-1.76053140312433E-02,-9.10911038517952E-02,7.32692629098892E-02
90.2,-1.68122351169586E-02,-8.71459692716599E-02,5.78249171376228E-02
90.3,-0.016320563852787,-8.30199420452118E-02,4.22722473740578E-02
90.4,-1.61270052194595E-02,-7.87235796451569E-02,2.68161091953516E-02
90.5,-1.62307918071747E-02,-7.42762610316277E-02,1.16595244035125E-02
90.6,-1.66260208934546E-02,-6.96983560919762E-02,-3.01122176460922E-03
90.7,-0.01729391887784,-6.50043338537216E-02,-1.70174166560173E-02
90.8,-1.82276591658592E-02,-6.02145083248615E-02,-3.01781445741653E-02
90.9,-1.94084420800209E-02,-5.53443655371666E-02,-0.042336355894804
91,-2.08156909793615E-02,-5.04054687917233E-02,-0.053341843187809
91.1,-2.24356651306152E-02,-4.54260595142841E-02,-6.30683302879333E-02
91.2,-2.42341030389071E-02,-0.040417242795229,-7.13997334241867E-02
91.3,-2.61938031762838E-02,-3.53994853794575E-02,-7.82455950975418E-02
91.4,-2.82889772206545E-02,-3.03864181041718E-02,-8.35231840610504E-02
91.5,-3.04955709725618E-02,-2.53976210951805E-02,-8.71816948056221E-02
91.6,-3.27835492789745E-02,-2.04449389129877E-02,-8.91781076788902E-02
91.7,-3.51194217801094E-02,-1.55471628531814E-02,-8.94891247153282E-02
91.8,-0.037479966878891,-1.07185402885079E-02,-8.81357863545418E-02
91.9,-3.98310981690884E-02,-5.96919283270836E-03,-8.51196721196175E-02
92,-4.21466156840324E-02,-1.31529290229082E-03,-8.04882273077965E-02
92.1,-0.044393315911293,3.23729123920202E-03,-7.42876529693604E-02
92.2,-4.65454533696175E-02,7.66985910013318E-03,-6.65811821818352E-02
92.3,-4.85687628388405E-02,1.19765065610409E-02,-5.74537701904774E-02
92.4,-5.04350364208221E-02,1.61538571119308E-02,-0.046996284276247
92.5,-0.052120715379715,2.01925318688154E-02,-3.52996289730072E-02
92.6,-5.35911619663239E-02,2.40797139704227E-02,-2.24662218242884E-02
92.7,-5.48254922032356E-02,2.78076622635126E-02,-8.59505031257868E-03
92.8,-5.57980462908745E-02,3.13803516328335E-02,6.20080111548305E-03
92.9,-5.64863793551922E-02,0.034792747348547,2.18155048787594E-02
93,-0.056869138032198,3.80309373140335E-02,3.81432697176933E-02
93.1,-5.69213107228279E-02,4.11036685109138E-02,5.50761297345162E-02
93.2,-5.66260851919651E-02,4.40106987953186E-02,7.25125223398209E-02
93.3,-5.59720396995544E-02,4.67468574643135E-02,9.03534814715386E-02
93.4,-5.49451969563961E-02,4.93110716342926E-02,0.108502134680748
93.5,-5.35276606678963E-02,5.17053492367268E-02,0.126868009567261
93.6,-5.17182759940624E-02,0.053936529904604,0.145355552434921
93.7,-4.95081655681133E-02,0.056000929325819,0.163887932896614
93.8,-4.68999519944191E-02,5.79114593565464E-02,0.182383239269257
93.9,-4.38877791166306E-02,5.96683397889137E-02,0.200756058096886
94,-4.04764451086521E-02,6.12700209021568E-02,0.218927934765816
94.1,-3.66740860044956E-02,6.27342313528061E-02,0.236820265650749
94.2,-3.24919000267982E-02,6.40625208616257E-02,0.254347652196884
94.3,-2.79440060257912E-02,6.52640908956528E-02,0.271429866552353
94.4,-2.30518039315939E-02,6.63491189479828E-02,0.287979900836945
94.5,-1.78317297250032E-02,6.73320591449738E-02,0.30391052365303
94.6,-1.23079475015402E-02,6.82163238525391E-02,0.319122791290283
94.7,-6.50952756404877E-03,6.90070539712906E-02,0.333523035049438
94.8,-4.635336517822E-04,6.97214901447296E-02,0.347010105848312
94.9,5.79809118062258E-03,7.03785568475723E-02,0.359486639499664
95,1.22309429571033E-02,7.09836855530739E-02,0.370845913887024
95.1,1.88049469143152E-02,7.15473294258118E-02,0.38099217414856
95.2,2.54792105406523E-02,7.20852464437485E-02,0.389829367399216
95.3,3.22079509496689E-02,7.26166367530823E-02,0.39725849032402
95.4,0.038949828594923,0.073153905570507,0.403192818164825
95.5,0.045661062002182,7.36975222826004E-02,0.407549828290939
95.6,5.23012951016426E-02,7.42752701044083E-02,0.410263329744339
95.7,5.88194169104099E-02,7.48903006315231E-02,0.411258041858673
95.8,6.51716291904449E-02,7.55554884672165E-02,0.410485208034515
95.9,7.13125243782997E-02,7.62816146016121E-02,0.407911539077759
96,7.71984532475471E-02,7.70730152726173E-02,0.403502076864243
96.1,8.27867463231087E-02,7.79472291469574E-02,0.397245764732361
96.2,8.80338400602341E-02,7.89200365543365E-02,0.389150738716125
96.3,9.29062962532043E-02,7.99832120537758E-02,0.379233986139297
96.4,9.73636656999588E-02,8.11319425702095E-02,0.367540776729584
96.5,0.101377286016941,8.23902785778046E-02,0.354129046201706
96.6,0.104913115501404,8.37439224123955E-02,0.339072734117508
96.7,0.107944555580616,8.51970762014389E-02,0.322476416826248
96.8,0.110451489686966,8.67471098899841E-02,0.30445009469986
96.9,0.112408988177776,8.83981734514236E-02,0.285128742456436
97,0.113816969096661,9.01320055127144E-02,0.264672756195068
97.1,0.11466034501791,9.19491201639175E-02,0.243243455886841
97.2,0.114930458366871,9.38396081328392E-02,0.221027791500092
97.3,0.114628121256828,9.57945138216019E-02,0.19822470843792
97.4,0.113765500485897,9.77996289730072E-02,0.175041645765305
97.5,0.112358748912811,9.98506397008896E-02,0.151700466871262
97.6,0.110417239367962,0.101928345859051,0.128435164690018
97.7,0.107963085174561,0.104023031890392,0.105481371283531
97.8,0.105027370154858,0.106119334697723,8.30695927143097E-02
97.9,0.101637914776802,0.108210012316704,6.14508911967278E-02
98,9.78335738182068E-02,0.110272534191608,4.08609285950661E-02
98.1,9.36519503593445E-02,0.112298116087914,2.15268563479185E-02
98.2,8.91375169157982E-02,0.114272058010101,3.69121041148901E-03
98.3,8.43368992209435E-02,0.116186551749706,-1.24299256131053E-02
98.4,7.93017596006393E-02,0.118034698069096,-2.66332663595676E-02
98.5,7.40877911448479E-02,0.119796194136143,-3.87163683772087E-02
98.6,6.87458664178848E-02,0.121469408273697,-4.85083796083927E-02
98.7,6.33307471871376E-02,0.123035788536072,-5.58529160916805E-02
98.8,5.79020902514458E-02,0.124490454792976,-6.06087781488895E-02
98.9,5.25165498256683E-02,0.125835433602333,-6.26638680696487E-02
99,4.72273454070091E-02,0.127067670226097,-6.19288459420204E-02
99.1,4.20887917280197E-02,0.128178834915161,-5.83453364670277E-02
99.2,3.71592231094837E-02,0.129160776734352,-5.18824644386768E-02
99.3,3.24822925031185E-02,0.130026325583458,-4.25341092050076E-02
99.4,2.81106308102608E-02,0.130765900015831,-3.03299818187952E-02
99.5,0.024089440703392,0.131383582949638,-0.015331732109189
99.6,2.04582158476114E-02,0.131886333227158,2.36464804038405E-03
99.7,1.72552950680256E-02,0.132274925708771,2.26288456469774E-02
99.8,1.45105170086026E-02,0.132556468248367,4.52996008098125E-02
99.9,1.22568272054195E-02,0.132733315229416,7.01823234558105E-02
100,1.05123715475202E-02,0.132819995284081,9.70510244369507E-02
100.1,9.29851271212101E-03,0.132817164063454,0.125663042068481
100.2,8.63136351108551E-03,0.132733568549156,0.15574249625206
100.3,8.51638335734606E-03,0.132582902908325,0.187004879117012
100.4,8.9550344273448E-03,0.132373690605164,0.219141095876694
100.5,9.94857959449291E-03,0.132109075784683,0.251846343278885
100.6,1.14929527044296E-02,0.131804302334785,0.284802138805389
100.7,1.35815599933267E-02,0.131468653678894,0.317693382501602
100.8,0.016193239018321,0.131108835339546,0.35020849108696
100.9,0.019312271848321,0.130736261606216,0.382032752037048
101,2.29134131222963E-02,0.130360051989555,0.412880122661591
101.1,2.69727054983377E-02,0.129991829395294,0.442463576793671
101.2,3.14524434506893E-02,0.12963280081749,0.47052276134491
101.3,3.63213084638119E-02,0.129287168383598,0.496808379888535
101.4,4.15460914373398E-02,0.128968641161919,0.521100401878357
101.5,4.70816865563393E-02,0.128682643175125,0.543197751045227
101.6,5.28854429721832E-02,0.128419324755669,0.562925398349762
101.7,5.89101016521454E-02,0.128197878599167,0.580134689807892
101.8,6.51086792349815E-02,0.128010466694832,0.59470534324646
101.9,7.14274048805237E-02,0.127862930297852,0.606538653373718
102,0.077822208404541,0.127750843763351,0.615576267242432
102.1,8.42372328042984E-02,0.127673387527466,0.621773183345795
102.2,9.06253829598427E-02,0.127621129155159,0.62512481212616
102.3,9.69346538186073E-02,0.127591148018837,0.625649094581604
102.4,0.103112332522869,0.127578437328339,0.623373508453369
102.5,0.109109543263912,0.127573788166046,0.618372976779938
102.6,0.114875309169292,0.127567932009697,0.61073511838913
102.7,0.120368972420692,0.127546921372414,0.600557804107666
102.8,0.125545114278793,0.12750118970871,0.587973237037659
102.9,0.130356550216675,0.127424478530884,0.573136270046234
103,0.134763151407242,0.127309530973434,0.556205630302429
103.1,0.138737574219704,0.127133473753929,0.537367820739746
103.2,0.14223875105381,0.126885458827019,0.516815900802612
103.3,0.145239040255547,0.126567259430885,0.494758516550064
103.4,0.147710487246513,0.12615741789341,0.471415758132935
103.5,0.149636477231979,0.125647708773613,0.447013169527054
103.6,0.150989651679993,0.125031799077988,0.421776831150055
103.7,0.151759251952171,0.124292396008968,0.395951896905899
103.8,0.151935204863548,0.123434647917747,0.369765311479568
103.9,0.151505842804909,0.12244763225317,0.343451917171478
104,0.150472402572632,0.12132266163826,0.31723541021347
104.1,0.148831084370613,0.120059840381145,0.291336983442307
104.2,0.146591752767563,0.118656925857067,0.265975177288055
104.3,0.143762394785881,0.117108955979347,0.241343080997467
104.4,0.140354603528976,0.11540974676609,0.217631965875626
104.5,0.136386632919312,0.113557577133179,0.195016041398048
104.6,0.131877437233925,0.111557155847549,0.173652961850166
104.7,0.126855164766312,0.109412334859371,0.153684973716736
104.8,0.121347412467003,0.107123635709286,0.1352469176054
104.9,0.115386791527271,0.104689069092274,0.118444792926311
105,0.109009779989719,0.102125570178032,0.103377260267735
105.1,0.102254770696163,9.94398593902588E-02,9.01189371943474E-02
105.2,9.51635465025902E-02,9.66335609555244E-02,7.87360817193985E-02
105.3,8.77850279211998E-02,9.36998799443245E-02,6.92849233746529E-02
105.4,8.01597386598587E-02,0.090669646859169,0.061794575303793
105.5,0.07234176248312,8.75336229801178E-02,5.62948137521744E-02
105.6,6.43830299377441E-02,8.43112021684647E-02,5.28008565306664E-02
105.7,5.63350804150105E-02,8.10170844197273E-02,5.13130612671375E-02
105.8,4.82518002390862E-02,7.76557549834251E-02,5.18249049782753E-02
105.9,0.040186520665884,7.42385983467102E-02,5.43453209102154E-02
106,3.21987234055996E-02,7.07781463861465E-02,5.88409528136253E-02
106.1,2.43369936943054E-02,6.72908797860146E-02,6.52958005666733E-02
106.2,1.66596900671721E-02,6.37752413749695E-02,7.36827850341797E-02
106.3,9.21537913382053E-03,6.02604448795319E-02,8.39577838778496E-02
106.4,2.06156284548342E-03,5.67397102713585E-02,9.60798338055611E-02
106.5,-4.75404225289822E-03,0.053225040435791,0.10999558120966
106.6,-1.11837033182383E-02,4.97334823012352E-02,0.125657185912132
106.7,-1.71839483082294E-02,0.046271774917841,0.142992958426476
106.8,-2.27104835212231E-02,0.04283631965518,0.161932036280632
106.9,-0.027729170396924,3.94490510225296E-02,0.18239663541317
107,-3.22067774832249E-02,3.61079573631287E-02,0.204291954636574
107.1,-3.61075103282928E-02,3.28092090785503E-02,0.2275121062994
107.2,-3.94116938114166E-02,2.95711383223534E-02,0.251945197582245
107.3,-4.20997552573681E-02,0.026387257501483,0.27747505903244
107.4,-4.41533178091049E-02,2.32604090124369E-02,0.303949594497681
107.5,-4.55659627914429E-02,2.01921332627535E-02,0.331230521202087
107.6,-4.63313013315201E-02,1.71802341938019E-02,0.359139293432236
107.7,-4.64554876089096E-02,1.42251243814826E-02,0.38749971985817
107.8,-4.59419675171375E-02,1.13184405490756E-02,0.416119158267975
107.9,-4.48014177381992E-02,8.45655892044306E-03,0.444788753986359
108,-4.30492460727692E-02,5.63950790092349E-03,0.47329369187355
108.1,-4.07095029950142E-02,2.85727786831558E-03,0.501408576965332
108.2,-3.78085933625698E-02,1.06970001070295E-04,0.528902292251587
108.3,-3.43822427093983E-02,-2.62013589963317E-03,0.55554074048996
108.4,-3.04704606533051E-02,-5.33562200143933E-03,0.581082761287689
108.5,-0.026111114770174,-8.0428896471858E-03,0.605291306972504
108.6,-2.13508903980255E-02,-1.07553889974952E-02,0.627939105033875
108.7,-1.62396896630526E-02,-0.013482172973454,0.64880234003067
108.8,-1.08331246301532E-02,-1.62227116525173E-02,0.66766095161438
108.9,-5.18562505021691E-03,-1.89849250018597E-02,0.68431156873703
109,6.44384941551834E-04,-2.17885319143534E-02,0.698566377162933
109.1,6.59352168440819E-03,-2.46223770081997E-02,0.710251092910767
109.2,1.26055190339684E-02,-2.75060385465622E-02,0.719221889972687
109.3,0.018612764775753,-0.030434986576438,0.725343227386475
109.4,2.45521683245897E-02,-3.34175117313862E-02,0.728512346744537
109.5,3.03608477115631E-02,-3.64479161798954E-02,0.728645622730255
109.6,3.59755679965019E-02,-3.95333878695965E-02,0.725691974163055
109.7,4.13401201367378E-02,-4.26632165908813E-02,0.719635009765625
109.8,4.63917441666126E-02,-4.58414778113365E-02,0.710487186908722
109.9,0.05107631534338,-4.90622036159039E-02,0.698297202587128
110,5.53399957716465E-02,-5.23177571594715E-02,0.683121204376221
110.1,5.91306760907173E-02,-5.56066781282425E-02,0.665076553821564
110.2,6.24038837850094E-02,-5.89216761291027E-02,0.644291758537292
110.3,6.51127621531487E-02,-6.22534528374672E-02,0.620937943458557
110.4,6.72353059053421E-02,-6.55888840556145E-02,0.595196843147278
110.5,6.87296614050865E-02,-6.89219310879707E-02,0.567285239696503
110.6,6.95732161402702E-02,-7.22429752349854E-02,0.537452399730682
110.7,6.97419345378876E-02,-7.55332261323929E-02,0.505954921245575
110.8,6.92258849740028E-02,-0.078787550330162,0.473074972629547
110.9,6.80258572101593E-02,-8.19922238588333E-02,0.439117848873138
111,6.61260113120079E-02,-8.51322486996651E-02,0.404394119977951
111.1,6.35357201099396E-02,-8.82008522748947E-02,0.369229346513748
111.2,6.02631382644176E-02,-9.11821275949478E-02,0.33396327495575
111.3,5.63265904784203E-02,-9.40629094839096E-02,0.298935800790787
111.4,5.17467148602009E-02,-9.68351662158966E-02,0.264482408761978
111.5,4.65498715639114E-02,-9.94860604405403E-02,0.230942979454994
111.6,4.07690033316612E-02,-0.102008759975433,0.198650434613228
111.7,3.44372391700745E-02,-0.10438247770071,0.167918175458908
111.8,2.75968797504902E-02,-0.106601029634476,0.139049589633942
111.9,2.02920846641064E-02,-0.108659692108631,0.112330690026283
112,1.25706735998392E-02,-0.110545068979263,8.80221948027611E-02
112.1,4.48107579723001E-03,-0.11225900053978,6.63604810833931E-02
112.2,-3.91736254096031E-03,-0.113782681524754,4.75493147969246E-02
112.3,-1.25740449875593E-02,-0.1151108071208,3.17622981965542E-02
112.4,-0.02142652310431,-0.116253353655338,1.91448330879211E-02
112.5,-3.04232910275459E-02,-0.117187812924385,9.79679077863693E-03
112.6,-3.94986234605312E-02,-0.117927342653275,3.79545171745122E-03
112.7,-4.85955402255058E-02,-0.118457786738873,1.17508170660585E-03
112.8,-5.76540939509869E-02,-0.118787571787834,1.93814001977444E-03
112.9,-6.66154026985168E-02,-0.118917889893055,6.04825792834163E-03
113,-7.54188224673271E-02,-0.118850365281105,0.013438992202282
113.1,-8.40134397149086E-02,-0.118592217564583,0.024017246440053
113.2,-9.23371315002441E-02,-0.118136204779148,0.037650678306818
113.3,-0.100338824093342,-0.117497466504574,5.41864298284054E-02
113.4,-0.10797294229269,-0.116694532334805,7.34461471438408E-02
113.5,-0.115192927420139,-0.115737587213516,9.52307879924774E-02
113.6,-0.121951080858707,-0.114630095660686,0.11931999027729
113.7,-0.128205850720406,-0.113391935825348,0.145474165678024
113.8,-0.1339231133461,-0.1120420768857,0.173451691865921
113.9,-0.139070883393288,-0.110600687563419,0.20299719274044
114,-0.143615663051605,-0.109077669680119,0.233844250440598
114.1,-0.147533610463142,-0.107495844364166,0.265729904174805
114.2,-0.150804653763771,-0.105877719819546,0.29839289188385
114.3,-0.153408080339432,-0.104239419102669,0.331573605537415
114.4,-0.155335262417793,-0.102604821324348,0.365012556314468
114.5,-0.156576678156853,-0.100993864238262,0.398462742567062
114.6,-0.1571294516325,-0.09942776709795,0.43169093132019
114.7,-0.156993225216866,-0.097926177084446,0.46446704864502
114.8,-0.15617735683918,-9.65025797486305E-02,0.496567577123642
114.9,-0.154685840010643,-9.51773896813393E-02,0.52778571844101
115,-0.152530133724213,-9.39758569002151E-02,0.557942390441895
115.1,-0.149732246994972,-9.29063633084297E-02,0.586846590042114
115.2,-0.14630900323391,-9.19868499040604E-02,0.614336788654327
115.3,-0.142291858792305,-9.12153869867325E-02,0.640259444713593
115.4,-0.137706741690636,-9.06194001436234E-02,0.664475083351135
115.5,-0.132584944367409,-9.02083441615105E-02,0.686858475208282
115.6,-0.126961812376976,-8.99820625782013E-02,0.707297086715698
115.7,-0.120874032378197,-8.99428054690361E-02,0.725692749023438
115.8,-0.114370197057724,-9.00969058275223E-02,0.741948544979095
115.9,-0.107490099966526,-9.04489904642105E-02,0.755991220474243
116,-0.10028363019228,-9.10000279545784E-02,0.767747521400452
116.1,-9.27973166108131E-02,-9.17458385229111E-02,0.777161419391632
116.2,-8.50815027952194E-02,-9.26838591694832E-02,0.784190475940704
116.3,-7.71936774253845E-02,-9.38181355595589E-02,0.788784861564636
116.4,-6.91861510276794E-02,-0.095131441950798,0.790914416313171
116.5,-6.11147992312908E-02,-9.66222807765007E-02,0.790559351444244
116.6,-5.30356541275978E-02,-9.82869416475296E-02,0.787709414958954
116.7,-4.50045838952065E-02,-0.100110195577145,0.782364010810852
116.8,-3.70822213590145E-02,-0.102090023458004,0.774546146392822
116.9,-2.93182712048292E-02,-0.104199841618538,0.764269769191742
117,-2.17759124934673E-02,-0.10645043104887,0.751583218574524
117.1,-1.45061668008566E-02,-0.10882044583559,0.736533761024475
117.2,-7.5573674403131E-03,-0.111295409500599,0.719186723232269
117.3,-9.92435612715781E-04,-0.11386763304472,0.699636161327362
117.4,5.14661520719528E-03,-0.116528004407883,0.677967131137848
117.5,1.08154471963644E-02,-0.119250528514385,0.654289126396179
117.6,1.59604921936989E-02,-0.12202962487936,0.628729999065399
117.7,0.020553071051836,-0.124844722449779,0.60142332315445
117.8,2.45417393743992E-02,-0.127687096595764,0.572520315647125
117.9,2.78990808874369E-02,-0.130537375807762,0.54218327999115
118,3.05997785180807E-02,-0.133370697498322,0.510582268238068
118.1,3.26132252812386E-02,-0.13617929816246,0.477912127971649
118.2,0.033922553062439,-0.138941392302513,0.444360733032227
118.3,3.45142334699631E-02,-0.141640916466713,0.410137414932251
118.4,3.43823879957199E-02,-0.144258499145508,0.375454246997833
118.5,3.35112474858761E-02,-0.146778553724289,0.340525984764099
118.6,0.031905509531498,-0.149178385734558,0.305576592683792
118.7,2.95741483569145E-02,-0.151438742876053,0.270839184522629
118.8,2.65338849276304E-02,-0.153546050190926,0.236535772681236
118.9,2.27993726730347E-02,-0.155477717518806,0.202902019023895
119,1.83930676430464E-02,-0.157209783792496,0.170171722769737
119.1,1.33499708026648E-02,-0.158730775117874,0.138572037220001
119.2,7.70229985937476E-03,-0.160019159317017,0.108329094946384
119.3,1.49016524665058E-03,-0.161057576537132,7.96630680561066E-02
119.4,-5.23696234449744E-03,-0.161820083856583,5.27868345379829E-02
119.5,-1.24298268929124E-02,-0.162288144230843,2.79098395258188E-02
119.6,-2.00355425477028E-02,-0.162446662783623,5.22612500935793E-03
119.7,-2.79922038316727E-02,-0.162278592586517,-1.50763541460037E-02
119.8,-3.62373664975166E-02,-0.161766782402992,-3.28292027115822E-02
119.9,-4.47069145739079E-02,-0.160892248153687,-0.047871820628643
120,-5.33311143517494E-02,-0.159640997648239,-6.00640252232552E-02
120.1,-6.20454140007496E-02,-0.158004060387611,-6.92884847521782E-02
120.2,-7.07689896225929E-02,-0.155970677733421,-7.54276737570763E-02
120.3,-7.94379860162735E-02,-0.153521478176117,-0.078406997025013
120.4,-8.79791155457497E-02,-0.1506527364254,-0.078167237341404
120.5,-9.63213592767715E-02,-0.147358760237694,-7.46589004993439E-02
120.6,-0.104395799338818,-0.143630981445313,-6.78675398230553E-02
120.7,-0.112131699919701,-0.139472052454948,-0.057804387062788
120.8,-0.119458742439747,-0.134877607226372,-4.45008091628551E-02
120.9,-0.126319333910942,-0.129861012101173,-2.80175991356373E-02
121,-0.132651016116142,-0.124417021870613,-8.44265148043633E-03
121.1,-0.138396918773651,-0.118560135364532,0.014112452045083
121.2,-0.143509939312935,-0.112315244972706,3.95014621317387E-02
121.3,-0.147947490215302,-0.105693697929382,6.75531923770905E-02
121.4,-0.151659160852432,-9.87024903297424E-02,9.80671048164368E-02
121.5,-0.154616057872772,-9.13776084780693E-02,0.130822956562042
121.6,-0.156791105866432,-0.083744578063488,0.165573328733444
121.7,-0.158161550760269,-7.58310034871101E-02,0.202047690749168
121.8,-0.158708229660988,-0.067665196955204,0.239955917000771
121.9,-0.158422946929932,-5.92835880815983E-02,0.278988569974899
122,-0.157296136021614,-5.07225394248962E-02,0.318827867507935
122.1,-0.155338644981384,-4.20203246176243E-02,0.359141290187836
122.2,-0.152558133006096,-3.32146733999252E-02,0.399592816829681
122.3,-0.148967534303665,-2.43470147252083E-02,0.439841032028198
122.4,-0.14458167552948,-0.01545977499336,0.479536235332489
122.5,-0.139431670308113,-6.59514544531703E-03,0.51834899187088
122.6,-0.133552104234695,2.20907712355256E-03,0.555943310260773
122.7,-0.12696772813797,1.09010515734553E-02,0.59201717376709
122.8,-0.119723476469517,1.94566044956446E-02,0.626268565654755
122.9,-0.111860476434231,2.78269406408072E-02,0.658417582511902
123,-0.10343599319458,3.59781309962273E-02,0.688206315040588
123.1,-9.44860130548477E-02,4.38744723796844E-02,0.715404629707336
123.2,-8.50798487663269E-02,5.14859892427921E-02,0.739801526069641
123.3,-7.52628669142723E-02,5.87842650711536E-02,0.761225283145905
123.4,-6.51019215583801E-02,6.57344982028008E-02,0.779525101184845
123.5,-5.46551868319511E-02,7.23121911287308E-02,0.794591963291168
123.6,-4.39834594726563E-02,7.84989222884178E-02,0.806334316730499
123.7,-3.31531427800655E-02,8.42765420675278E-02,0.814702689647675
123.8,-0.022226145491004,8.96228849887848E-02,0.8196702003479
123.9,-1.12686883658171E-02,9.45295169949532E-02,0.82124787569046
124,-3.43723833793774E-04,9.89829003810883E-02,0.819466173648834
124.1,1.04864314198494E-02,0.102979436516762,0.81438410282135
124.2,0.021157281473279,0.10650447010994,0.806089878082275
124.3,0.031611543148756,0.109555914998055,0.794677436351776
124.4,4.17815297842026E-02,0.112147197127342,0.780283093452454
124.5,5.16167022287846E-02,0.114270843565464,0.763037979602814
124.6,0.061060693114996,0.115927919745445,0.743100345134735
124.7,7.00594261288643E-02,0.117132984101772,0.720640480518341
124.8,7.85619392991066E-02,0.117883302271366,0.695840537548065
124.9,8.65326300263405E-02,0.118201442062855,0.66888427734375
125,0.093920923769474,0.118093855679035,0.639977812767029
125.1,0.100694291293621,0.117586180567741,0.609327852725983
125.2,0.106815472245216,0.116683460772038,0.577152192592621
125.3,0.112256698310375,0.115399114787579,0.543666183948517
125.4,0.116991400718689,0.113763563334942,0.509103059768677
125.5,0.121005430817604,0.111796163022518,0.473679333925247
125.6,0.12428180128336,0.109517171978951,0.437644571065903
125.7,0.126810804009438,0.106946915388107,0.401220589876175
